t 1fps,x,vx,v,ax,a,,t 2fps,x,vx,v,ax,a,,t 3fps,x,vx,v,ax,a,,t 4fps,x,vx,v,ax,a,,t 5fps,x,vx,v,ax,a
2.68602,-0.48766,-0.20814,0.20817,0.50922,0.54385,,2.68602,-0.48766,-0.20814,0.20817,0.50922,0.54385,,,,,,,,,,,,,,,,,,,,,
2.70270,-0.49101,-0.19699,0.19703,0.82749,0.84924,,2.70270,-0.49101,-0.19699,0.19703,0.82749,0.84924,,,,,,,,,,,,,,,,,,,,,
2.71938,-0.49423,-0.18212,0.18228,0.82749,0.91137,,2.71938,-0.49423,-0.18212,0.18228,0.82749,0.91137,,,,,,,,,,,,,,,,,,,,,
2.73607,-0.49709,-0.16726,0.16829,0.31827,0.32457,,2.73607,-0.49709,-0.16726,0.16829,0.31827,0.32457,,,,,,,,,,,,,,,,,,,,,
2.75275,-0.49982,-0.17097,0.17134,-0.12731,0.83722,,2.75275,-0.49982,-0.17097,0.17134,-0.12731,0.83722,,,,,,,,,,,,,,,,,,,,,
2.76943,-0.50279,-0.17469,0.17505,-0.57288,0.81017,,2.76943,-0.50279,-0.17469,0.17505,-0.57288,0.81017,,,,,,,,,,,,,,,,,,,,,
2.78612,-0.50564,-0.18584,0.18617,-0.50922,0.54385,,2.78612,-0.50564,-0.18584,0.18617,-0.50922,0.54385,,,,,,,,,,,,,,,,,,,,,
2.80280,-0.50899,-0.19699,0.19699,-0.44557,0.58685,,2.80280,-0.50899,-0.19699,0.19699,-0.44557,0.58685,,,,,,,,,,,,,,,,,,,,,
2.81948,-0.51222,-0.19699,0.19699,-1.08210,1.11165,,2.81948,-0.51222,-0.19699,0.19699,-1.08210,1.11165,,,,,,,,,,,,,,,,,,,,,
2.83617,-0.51557,-0.23044,0.23056,-0.63653,0.64914,,2.83617,-0.51557,-0.23044,0.23056,-0.63653,0.64914,,,,,,,,,,,,,,,,,,,,,
2.85285,-0.51991,-0.23044,0.23056,2.03690,2.04087,,2.85285,-0.51991,-0.23044,0.23056,2.03690,2.04087,,,,,,,,,,,,,,,,,,,,,
2.86953,-0.52325,-0.15611,0.15611,2.41881,2.47184,,2.86953,-0.52325,-0.15611,0.15611,2.41881,2.47184,,,,,,,,,,,,,,,,,,,,,
2.88622,-0.52511,-0.13752,0.13772,0.44557,0.67664,,2.88622,-0.52511,-0.13752,0.13772,0.44557,0.67664,,,,,,,,,,,,,,,,,,,,,
2.90290,-0.52784,-0.15611,0.15721,-0.89114,0.89341,,2.90290,-0.52784,-0.15611,0.15721,-0.89114,0.89341,,,,,,,,,,,,,,,,,,,,,
2.91958,-0.53032,-0.15982,0.16000,-1.33671,1.53956,,2.91958,-0.53032,-0.15982,0.16000,-1.33671,1.53956,,,,,,,,,,,,,,,,,,,,,
2.93627,-0.53318,-0.20071,0.20102,-2.03690,2.36888,,2.93627,-0.53318,-0.20071,0.20102,-2.03690,2.36888,,,,,,,,,,,,,,,,,,,,,
2.95295,-0.53702,-0.23416,0.23604,-0.44557,0.58685,,2.95295,-0.53702,-0.23416,0.23604,-0.44557,0.58685,,,,,,,,,,,,,,,,,,,,,
2.96963,-0.54099,-0.21557,0.21762,1.52767,1.65498,,2.96963,-0.54099,-0.21557,0.21762,1.52767,1.65498,,,,,,,,,,,,,,,,,,,,,
2.98632,-0.54421,-0.17841,0.17845,1.78228,2.02192,,2.98632,-0.54421,-0.17841,0.17845,1.78228,2.02192,,,,,,,,,,,,,,,,,,,,,
3.00300,-0.54694,-0.15611,0.15615,0.89114,0.91137,,3.00300,-0.54694,-0.15611,0.15615,0.89114,0.91137,,,,,,,,,,,,,,,,,,,,,
3.01968,-0.54942,-0.14867,0.14867,0.25461,0.36008,,3.01968,-0.54942,-0.14867,0.14867,0.25461,0.36008,,,,,,,,,,,,,,,,,,,,,
3.03637,-0.55190,-0.14867,0.14909,-0.25461,0.40758,,3.03637,-0.55190,-0.14867,0.14909,-0.25461,0.40758,,,,,,,,,,,,,,,,,,,,,
3.05305,-0.55438,-0.15611,0.15681,-0.50922,0.50922,,3.05305,-0.55438,-0.15611,0.15681,-0.50922,0.50922,,,,,,,,,,,,,,,,,,,,,
3.06973,-0.55711,-0.16726,0.16742,-1.59133,1.59641,,3.06973,-0.55711,-0.16726,0.16742,-1.59133,1.59641,,,,,,,,,,,,,,,,,,,,,
3.08642,-0.55996,-0.20442,0.20473,0.06365,0.57640,,3.08642,-0.55996,-0.20442,0.20473,0.06365,0.57640,,,,,,,,,,,,,,,,,,,,,
3.10310,-0.56393,-0.18212,0.18228,0.95479,1.08210,,3.10310,-0.56393,-0.18212,0.18228,0.95479,1.08210,,,,,,,,,,,,,,,,,,,,,
3.11978,-0.56604,-0.14867,0.14941,0.25461,0.28466,,3.11978,-0.56604,-0.14867,0.14941,0.25461,0.28466,,,,,,,,,,,,,,,,,,,,,
3.13647,-0.56889,-0.18584,0.18588,-1.27306,1.34878,,3.13647,-0.56889,-0.18584,0.18588,-1.27306,1.34878,,,,,,,,,,,,,,,,,,,,,
3.15315,-0.57224,-0.19327,0.19331,0.25461,0.31827,,3.15315,-0.57224,-0.19327,0.19331,0.25461,0.31827,,,,,,,,,,,,,,,,,,,,,
3.16983,-0.57534,-0.17469,0.17485,-0.06365,0.14233,,3.16983,-0.57534,-0.17469,0.17485,-0.06365,0.14233,,,,,,,,,,,,,,,,,,,,,
3.18652,-0.57807,-0.18956,0.18959,-0.44557,0.63013,,3.18652,-0.57807,-0.18956,0.18959,-0.44557,0.63013,,,,,,,,,,,,,,,,,,,,,
3.20320,-0.58167,-0.20071,0.20102,0.25461,0.26245,,3.20320,-0.58167,-0.20071,0.20102,0.25461,0.26245,,,,,,,,,,,,,,,,,,,,,
3.21988,-0.58477,-0.17469,0.17469,-0.19096,0.66456,,3.21988,-0.58477,-0.17469,0.17469,-0.19096,0.66456,,,,,,,,,,,,,,,,,,,,,
3.23657,-0.58750,-0.20071,0.20126,-2.16420,2.17913,,3.23657,-0.58750,-0.20071,0.20126,-2.16420,2.17913,,,,,,,,,,,,,,,,,,,,,
3.25325,-0.59146,-0.25646,0.25657,-1.20941,1.36669,,3.25325,-0.59146,-0.25646,0.25657,-1.20941,1.36669,,,,,,,,,,,,,,,,,,,,,
3.26993,-0.59605,-0.24531,0.24542,1.78228,1.89254,,3.26993,-0.59605,-0.24531,0.24542,1.78228,1.89254,,,,,,,,,,,,,,,,,,,,,
3.28662,-0.59965,-0.18956,0.19014,2.73708,2.74890,,3.28662,-0.59965,-0.18956,0.19014,2.73708,2.74890,,,,,,,,,,,,,,,,,,,,,
3.30330,-0.60238,-0.15239,0.15239,1.46402,1.71391,,3.30330,-0.60238,-0.15239,0.15239,1.46402,1.71391,,,,,,,,,,,,,,,,,,,,,
3.31998,-0.60473,-0.14124,0.14246,-0.25461,0.51319,,3.31998,-0.60473,-0.14124,0.14246,-0.25461,0.51319,,,,,,,,,,,,,,,,,,,,,
3.33667,-0.60709,-0.15982,0.16051,-0.06365,0.89341,,3.33667,-0.60709,-0.15982,0.16051,-0.06365,0.89341,,,,,,,,,,,,,,,,,,,,,
3.35335,-0.61007,-0.15239,0.15280,-0.19096,0.72576,,3.35335,-0.61007,-0.15239,0.15280,-0.19096,0.72576,,,,,,,,,,,,,,,,,,,,,
3.37003,-0.61218,-0.15239,0.15311,0.19096,0.22950,,3.37003,-0.61218,-0.15239,0.15311,0.19096,0.22950,,,,,,,,,,,,,,,,,,,,,
3.38672,-0.61515,-0.15982,0.15982,-0.19096,0.54385,,3.38672,-0.61515,-0.15982,0.15982,-0.19096,0.54385,,,,,,,,,,,,,,,,,,,,,
3.40340,-0.61751,-0.14867,0.14867,-2.54612,2.54930,,3.40340,-0.61751,-0.14867,0.14867,-2.54612,2.54930,,,,,,,,,,,,,,,,,,,,,
3.42008,-0.62011,-0.23788,0.23790,,,,3.42008,-0.62011,-0.23788,0.23790,,,,,,,,,,,,,,,,,,,,,,,
3.43677,-0.62545,,,,,,3.43677,-0.62545,,,,,,,,,,,,,,,,,,,,,,,,,
3.47013,-0.62929,,,,,,3.47013,-0.62929,,,,,,,,,,,,,,,,,,,,,,,,,
3.48682,-0.63251,-0.21557,0.21557,,,,3.48682,-0.63251,-0.21557,0.21557,,,,,,,,,,,,,,,,,,,,,,,
3.50350,-0.63648,-0.21557,0.21637,1.01845,1.06702,,3.50350,-0.63648,-0.21557,0.21637,1.01845,1.06702,,,,,,,,,,,,,,,,,,,,,
3.52018,-0.63971,-0.17469,0.17469,1.97324,2.11592,,3.52018,-0.63971,-0.17469,0.17469,1.97324,2.11592,,,,,,,,,,,,,,,,,,,,,
3.53687,-0.64231,-0.14867,0.14872,0.25461,0.51319,,3.53687,-0.64231,-0.14867,0.14872,0.25461,0.51319,,,,,,,,,,,,,,,,,,,,,
3.55355,-0.64467,-0.16354,0.16421,-1.14575,1.25382,,3.55355,-0.64467,-0.16354,0.16421,-1.14575,1.25382,,,,,,,,,,,,,,,,,,,,,
3.57023,-0.64777,-0.19327,0.19342,-0.25461,0.68556,,3.57023,-0.64777,-0.19327,0.19342,-0.25461,0.68556,,,,,,,,,,,,,,,,,,,,,
3.58692,-0.65112,-0.17469,0.17568,1.08210,1.12793,,3.58692,-0.65112,-0.17469,0.17568,1.08210,1.12793,,,,,,,,,,,,,,,,,,,,,
3.60360,-0.65360,-0.14867,0.14886,0.50922,0.72015,,3.60360,-0.65360,-0.14867,0.14886,0.50922,0.72015,,,,,,,,,,,,,,,,,,,,,
3.62028,-0.65608,-0.15982,0.16000,-0.70018,0.71166,,3.62028,-0.65608,-0.15982,0.16000,-0.70018,0.71166,,,,,,,,,,,,,,,,,,,,,
3.63697,-0.65893,-0.17469,0.17469,-1.08210,1.11165,,3.63697,-0.65893,-0.17469,0.17469,-1.08210,1.11165,,,,,,,,,,,,,,,,,,,,,
3.65365,-0.66191,-0.19327,0.19327,-0.25461,0.28466,,3.65365,-0.66191,-0.19327,0.19327,-0.25461,0.28466,,,,,,,,,,,,,,,,,,,,,
3.67033,-0.66538,-0.18956,0.18959,0.06365,0.09002,,3.67033,-0.66538,-0.18956,0.18959,0.06365,0.09002,,,,,,,,,,,,,,,,,,,,,
3.68702,-0.66823,-0.18212,0.18212,0.70018,0.71166,,3.68702,-0.66823,-0.18212,0.18212,0.70018,0.71166,,,,,,,,,,,,,,,,,,,,,
3.70370,-0.67146,-0.17469,0.17473,0.82749,0.84924,,3.70370,-0.67146,-0.17469,0.17473,0.82749,0.84924,,,,,,,,,,,,,,,,,,,,,
3.72038,-0.67406,-0.14867,0.14909,0.25461,0.31827,,3.72038,-0.67406,-0.14867,0.14909,0.25461,0.31827,,,,,,,,,,,,,,,,,,,,,
3.73707,-0.67642,-0.16354,0.16371,-0.89114,0.92680,,3.73707,-0.67642,-0.16354,0.16371,-0.89114,0.92680,,,,,,,,,,,,,,,,,,,,,
3.75375,-0.67952,-0.18584,0.18588,-1.01845,1.03620,,3.75375,-0.67952,-0.18584,0.18588,-1.01845,1.03620,,,,,,,,,,,,,,,,,,,,,
3.77043,-0.68262,-0.19327,0.19327,-1.01845,1.02637,,3.77043,-0.68262,-0.19327,0.19327,-1.01845,1.02637,,,,,,,,,,,,,,,,,,,,,
3.78712,-0.68597,-0.21929,0.21929,0.31827,0.31827,,3.78712,-0.68597,-0.21929,0.21929,0.31827,0.31827,,,,,,,,,,,,,,,,,,,,,
3.80380,-0.68993,-0.19327,0.19327,0.25461,0.36008,,3.80380,-0.68993,-0.19327,0.19327,0.25461,0.36008,,,,,,,,,,,,,,,,,,,,,
3.82048,-0.69241,-0.18956,0.18970,0.31827,0.34278,,3.82048,-0.69241,-0.18956,0.18970,0.31827,0.34278,,,,,,,,,,,,,,,,,,,,,
3.83717,-0.69626,-0.20442,0.20456,0.57288,0.58685,,3.83717,-0.69626,-0.20442,0.20456,0.57288,0.58685,,,,,,,,,,,,,,,,,,,,,
3.85385,-0.69924,-0.15982,0.15982,1.46402,1.48599,,3.85385,-0.69924,-0.15982,0.15982,1.46402,1.48599,,,,,,,,,,,,,,,,,,,,,
3.87053,-0.70159,-0.15239,0.15239,1.08210,1.08956,,3.87053,-0.70159,-0.15239,0.15239,1.08210,1.08956,,,,,,,,,,,,,,,,,,,,,
3.88722,-0.70432,-0.13381,0.13386,-0.50922,0.54385,,3.88722,-0.70432,-0.13381,0.13386,-0.50922,0.54385,,,,,,,,,,,,,,,,,,,,,
3.90390,-0.70606,-0.15239,0.15257,-0.19096,0.19096,,3.90390,-0.70606,-0.15239,0.15257,-0.19096,0.19096,,,,,,,,,,,,,,,,,,,,,
3.92058,-0.70940,-0.16354,0.16358,-0.38192,0.42700,,3.92058,-0.70940,-0.16354,0.16358,-0.38192,0.42700,,,,,,,,,,,,,,,,,,,,,
3.93727,-0.71151,-0.14496,0.14496,-0.70018,0.71166,,3.93727,-0.71151,-0.14496,0.14496,-0.70018,0.71166,,,,,,,,,,,,,,,,,,,,,
3.95395,-0.71424,-0.19327,0.19327,-0.76384,0.76384,,3.95395,-0.71424,-0.19327,0.19327,-0.76384,0.76384,,,,,,,,,,,,,,,,,,,,,
3.97063,-0.71796,-0.18212,0.18212,0.82749,0.82749,,3.97063,-0.71796,-0.18212,0.18212,0.82749,0.82749,,,,,,,,,,,,,,,,,,,,,
3.98732,-0.72032,-0.14867,0.14867,0.89114,0.89114,,3.98732,-0.72032,-0.14867,0.14867,0.89114,0.89114,,,,,,,,,,,,,,,,,,,,,
4.00400,-0.72292,-0.15982,0.15982,0.19096,0.19096,,4.00400,-0.72292,-0.15982,0.15982,0.19096,0.19096,,,,,,,,,,,,,,,,,,,,,
4.02068,-0.72565,-0.14496,0.14496,0.44557,0.88430,,4.02068,-0.72565,-0.14496,0.14496,0.44557,0.88430,,,,,,,,,,,,,,,,,,,,,
4.03737,-0.72776,-0.13752,0.13932,-0.06365,0.38719,,4.03737,-0.72776,-0.13752,0.13932,-0.06365,0.38719,,,,,,,,,,,,,,,,,,,,,
4.05405,-0.73024,-0.15239,0.15401,-1.08210,1.08210,,4.05405,-0.73024,-0.15239,0.15401,-1.08210,1.08210,,,,,,,,,,,,,,,,,,,,,
4.07073,-0.73284,-0.17097,0.17134,-1.27306,1.31224,,4.07073,-0.73284,-0.17097,0.17134,-1.27306,1.31224,,,,,,,,,,,,,,,,,,,,,
4.08742,-0.73594,-0.19699,0.19787,-0.31827,0.37116,,4.08742,-0.73594,-0.19699,0.19787,-0.31827,0.37116,,,,,,,,,,,,,,,,,,,,,
4.10410,-0.73942,-0.18584,0.18643,0.89114,1.02637,,4.10410,-0.73942,-0.18584,0.18643,0.89114,1.02637,,,,,,,,,,,,,,,,,,,,,
4.12078,-0.74215,-0.15982,0.15987,-0.44557,0.72576,,4.12078,-0.74215,-0.15982,0.15987,-0.44557,0.72576,,,,,,,,,,,,,,,,,,,,,
4.13747,-0.74475,-0.19699,0.19870,-0.44557,0.48477,,4.13747,-0.74475,-0.19699,0.19870,-0.44557,0.48477,,,,,,,,,,,,,,,,,,,,,
4.15415,-0.74872,-0.19327,0.19502,1.14575,1.18914,,4.15415,-0.74872,-0.19327,0.19502,1.14575,1.18914,,,,,,,,,,,,,,,,,,,,,
4.17083,-0.75120,-0.14124,0.14246,2.80073,3.05070,,4.17083,-0.75120,-0.14124,0.14246,2.80073,3.05070,,,,,,,,,,,,,,,,,,,,,
4.18752,-0.75343,-0.10779,0.10785,-2.10055,2.36289,,4.18752,-0.75343,-0.10779,0.10785,-2.10055,2.36289,,,,,,,,,,,,,,,,,,,,,
4.20420,-0.75480,-0.18956,0.19249,-2.48247,2.65975,,4.20420,-0.75480,-0.18956,0.19249,-2.48247,2.65975,,,,,,,,,,,,,,,,,,,,,
4.22088,-0.75976,-0.23416,0.23522,-1.97324,2.49549,,4.22088,-0.75976,-0.23416,0.23522,-1.97324,2.49549,,,,,,,,,,,,,,,,,,,,,
4.23757,-0.76261,-0.21557,0.21609,1.65498,1.67445,,4.23757,-0.76261,-0.21557,0.21609,1.65498,1.67445,,,,,,,,,,,,,,,,,,,,,
4.25425,-0.76695,-0.20814,0.20814,2.41881,2.47184,,4.25425,-0.76695,-0.20814,0.20814,2.41881,2.47184,,,,,,,,,,,,,,,,,,,,,
4.27093,-0.76955,-0.11894,0.12101,3.69187,3.70064,,4.27093,-0.76955,-0.11894,0.12101,3.69187,3.70064,,,,,,,,,,,,,,,,,,,,,
4.28762,-0.77092,-0.08177,0.08185,0.25461,1.23592,,4.28762,-0.77092,-0.08177,0.08185,0.25461,1.23592,,,,,,,,,,,,,,,,,,,,,
4.30430,-0.77228,-0.11150,0.11249,-2.41881,2.47184,,4.30430,-0.77228,-0.11150,0.11249,-2.41881,2.47184,,,,,,,,,,,,,,,,,,,,,
4.32098,-0.77464,-0.16726,0.16874,-1.33671,1.36075,,4.32098,-0.77464,-0.16726,0.16874,-1.33671,1.36075,,,,,,,,,,,,,,,,,,,,,
4.33767,-0.77786,-0.16354,0.16505,0.89114,0.96953,,4.33767,-0.77786,-0.16354,0.16505,0.89114,0.96953,,,,,,,,,,,,,,,,,,,,,
4.35435,-0.78009,-0.12637,0.12686,-0.63653,1.25543,,4.35435,-0.78009,-0.12637,0.12686,-0.63653,1.25543,,,,,,,,,,,,,,,,,,,,,
4.37103,-0.78208,-0.17841,0.17903,-2.41881,2.50117,,4.37103,-0.78208,-0.17841,0.17903,-2.41881,2.50117,,,,,,,,,,,,,,,,,,,,,
4.38772,-0.78605,-0.22673,0.22721,-0.19096,0.31827,,4.38772,-0.78605,-0.22673,0.22721,-0.19096,0.31827,,,,,,,,,,,,,,,,,,,,,
4.40440,-0.78964,-0.17841,0.17841,2.16420,2.22330,,4.40440,-0.78964,-0.17841,0.17841,2.16420,2.22330,,,,,,,,,,,,,,,,,,,,,
4.42108,-0.79200,-0.14496,0.14496,1.84594,1.84594,,4.42108,-0.79200,-0.14496,0.14496,1.84594,1.84594,,,,,,,,,,,,,,,,,,,,,
4.43777,-0.79448,-0.12637,0.12637,-0.50922,0.52490,,4.43777,-0.79448,-0.12637,0.12637,-0.50922,0.52490,,,,,,,,,,,,,,,,,,,,,
4.45445,-0.79622,-0.14867,0.14872,1.78228,1.78342,,4.45445,-0.79622,-0.14867,0.14872,1.78228,1.78342,,,,,,,,,,,,,,,,,,,,,
4.47113,-0.79944,-0.09664,0.09671,-1.27306,1.34878,,4.47113,-0.79944,-0.09664,0.09671,-1.27306,1.34878,,,,,,,,,,,,,,,,,,,,,
4.48782,-0.79944,-0.13752,0.13797,-2.35516,2.37657,,4.48782,-0.79944,-0.13752,0.13797,-2.35516,2.37657,,,,,,,,,,,,,,,,,,,,,
4.50450,-0.80403,-0.23416,0.23442,-2.22786,2.27198,,4.50450,-0.80403,-0.23416,0.23442,-2.22786,2.27198,,,,,,,,,,,,,,,,,,,,,
4.52118,-0.80725,-0.18212,0.18228,1.59133,1.88933,,4.52118,-0.80725,-0.18212,0.18228,1.59133,1.88933,,,,,,,,,,,,,,,,,,,,,
4.53787,-0.81011,-0.18212,0.18348,-0.57288,0.58685,,4.53787,-0.81011,-0.18212,0.18348,-0.57288,0.58685,,,,,,,,,,,,,,,,,,,,,
4.55455,-0.81333,-0.20442,0.20496,-1.20941,1.31224,,4.55455,-0.81333,-0.20442,0.20496,-1.20941,1.31224,,,,,,,,,,,,,,,,,,,,,
4.57123,-0.81693,-0.22301,0.22301,0.25461,0.92680,,4.57123,-0.81693,-0.22301,0.22301,0.25461,0.92680,,,,,,,,,,,,,,,,,,,,,
4.58792,-0.82077,-0.20071,0.20102,2.03690,2.15388,,4.58792,-0.82077,-0.20071,0.20102,2.03690,2.15388,,,,,,,,,,,,,,,,,,,,,
4.60460,-0.82362,-0.14867,0.15093,1.90959,2.03391,,4.60460,-0.82362,-0.14867,0.15093,1.90959,2.03391,,,,,,,,,,,,,,,,,,,,,
4.62128,-0.82573,-0.13381,0.13401,-0.12731,1.27941,,4.62128,-0.82573,-0.13381,0.13401,-0.12731,1.27941,,,,,,,,,,,,,,,,,,,,,
4.63797,-0.82809,-0.15611,0.15891,-1.52767,1.53297,,4.63797,-0.82809,-0.15611,0.15891,-1.52767,1.53297,,,,,,,,,,,,,,,,,,,,,
4.65465,-0.83094,-0.18584,0.18588,-1.78228,2.02192,,4.65465,-0.83094,-0.18584,0.18588,-1.78228,2.02192,,,,,,,,,,,,,,,,,,,,,
4.67133,-0.83429,-0.21557,0.21561,0.38192,0.38719,,4.67133,-0.83429,-0.21557,0.21561,0.38192,0.38719,,,,,,,,,,,,,,,,,,,,,
4.68802,-0.83813,-0.18212,0.18216,1.71863,1.72921,,4.68802,-0.83813,-0.18212,0.18216,1.71863,1.72921,,,,,,,,,,,,,,,,,,,,,
4.70470,-0.84037,-0.14124,0.14129,1.27306,1.27465,,4.70470,-0.84037,-0.14124,0.14129,1.27306,1.27465,,,,,,,,,,,,,,,,,,,,,
4.72138,-0.84285,-0.14867,0.14867,-0.63653,0.64914,,4.72138,-0.84285,-0.14867,0.14867,-0.63653,0.64914,,,,,,,,,,,,,,,,,,,,,
4.73807,-0.84533,-0.15982,0.15982,-1.08210,1.08210,,4.73807,-0.84533,-0.15982,0.15982,-1.08210,1.08210,,,,,,,,,,,,,,,,,,,,,
4.75475,-0.84818,-0.18584,0.18584,-0.63653,0.63653,,4.75475,-0.84818,-0.18584,0.18584,-0.63653,0.63653,,,,,,,,,,,,,,,,,,,,,
4.77143,-0.85153,-0.18584,0.18584,-0.25461,0.28466,,4.77143,-0.85153,-0.18584,0.18584,-0.25461,0.28466,,,,,,,,,,,,,,,,,,,,,
4.78812,-0.85438,-0.18584,0.18588,-0.25461,0.31827,,4.78812,-0.85438,-0.18584,0.18588,-0.25461,0.31827,,,,,,,,,,,,,,,,,,,,,
4.80480,-0.85773,-0.20071,0.20074,0.63653,0.63970,,4.80480,-0.85773,-0.20071,0.20074,0.63653,0.63970,,,,,,,,,,,,,,,,,,,,,
4.82148,-0.86108,-0.16726,0.16726,-0.95479,0.98816,,4.82148,-0.86108,-0.16726,0.16726,-0.95479,0.98816,,,,,,,,,,,,,,,,,,,,,
4.83817,-0.86331,-0.21186,0.21189,-0.19096,0.20129,,4.83817,-0.86331,-0.21186,0.21189,-0.19096,0.20129,,,,,,,,,,,,,,,,,,,,,
4.85485,-0.86815,-0.21186,0.21215,1.08210,1.17025,,4.85485,-0.86815,-0.21186,0.21215,1.08210,1.17025,,,,,,,,,,,,,,,,,,,,,
4.87153,-0.87038,-0.14124,0.14168,2.80073,2.81876,,4.87153,-0.87038,-0.14124,0.14168,2.80073,2.81876,,,,,,,,,,,,,,,,,,,,,
4.88822,-0.87286,-0.13381,0.13401,0.00000,0.89114,,4.88822,-0.87286,-0.13381,0.13401,0.00000,0.89114,,,,,,,,,,,,,,,,,,,,,
4.90490,-0.87484,-0.13381,0.13565,-0.63653,0.90019,,4.90490,-0.87484,-0.13381,0.13565,-0.63653,0.90019,,,,,,,,,,,,,,,,,,,,,
4.92158,-0.87732,-0.15982,0.16090,-1.20941,1.22439,,4.92158,-0.87732,-0.15982,0.16090,-1.20941,1.22439,,,,,,,,,,,,,,,,,,,,,
4.93827,-0.88018,-0.17469,0.17568,-0.57288,0.65535,,4.93827,-0.88018,-0.17469,0.17568,-0.57288,0.65535,,,,,,,,,,,,,,,,,,,,,
4.95495,-0.88315,-0.17841,0.17937,0.12731,0.22950,,4.95495,-0.88315,-0.17841,0.17937,0.12731,0.22950,,,,,,,,,,,,,,,,,,,,,
4.97163,-0.88613,-0.17097,0.17101,-0.76384,0.95479,,4.97163,-0.88613,-0.17097,0.17101,-0.76384,0.95479,,,,,,,,,,,,,,,,,,,,,
4.98832,-0.88886,-0.19699,0.19703,-1.84594,1.84703,,4.98832,-0.88886,-0.19699,0.19703,-1.84594,1.84703,,,,,,,,,,,,,,,,,,,,,
5.00500,-0.89270,-0.24159,0.24159,-0.70018,0.71166,,5.00500,-0.89270,-0.24159,0.24159,-0.70018,0.71166,,,,,,,,,,,,,,,,,,,,,
5.02168,-0.89692,-0.22301,0.22301,1.40037,1.40037,,5.02168,-0.89692,-0.22301,0.22301,1.40037,1.40037,,,,,,,,,,,,,,,,,,,,,
5.03837,-0.90014,-0.18584,0.18584,1.65498,1.67445,,5.03837,-0.90014,-0.18584,0.18584,1.65498,1.67445,,,,,,,,,,,,,,,,,,,,,
5.05505,-0.90312,-0.17097,0.17113,0.63653,0.64914,,5.05505,-0.90312,-0.17097,0.17113,0.63653,0.64914,,,,,,,,,,,,,,,,,,,,,
5.07173,-0.90585,-0.16354,0.16371,1.01845,1.02637,,5.07173,-0.90585,-0.16354,0.16371,1.01845,1.02637,,,,,,,,,,,,,,,,,,,,,
5.08842,-0.90858,-0.14124,0.14124,0.50922,0.63653,,5.08842,-0.90858,-0.14124,0.14124,0.50922,0.63653,,,,,,,,,,,,,,,,,,,,,
5.10510,-0.91056,-0.13752,0.13757,-1.33671,1.40902,,5.10510,-0.91056,-0.13752,0.13757,-1.33671,1.40902,,,,,,,,,,,,,,,,,,,,,
5.12178,-0.91317,-0.18956,0.19014,-1.59133,1.59641,,5.12178,-0.91317,-0.18956,0.19014,-1.59133,1.59641,,,,,,,,,,,,,,,,,,,,,
5.13847,-0.91689,-0.20071,0.20102,-0.25461,0.26245,,5.13847,-0.91689,-0.20071,0.20102,-0.25461,0.26245,,,,,,,,,,,,,,,,,,,,,
5.15515,-0.91986,-0.18584,0.18599,2.03690,2.05275,,5.15515,-0.91986,-0.18584,0.18599,2.03690,2.05275,,,,,,,,,,,,,,,,,,,,,
5.17183,-0.92309,-0.14496,0.14666,2.10055,2.10440,,5.17183,-0.92309,-0.14496,0.14666,2.10055,2.10440,,,,,,,,,,,,,,,,,,,,,
5.18852,-0.92470,-0.10035,0.10145,-0.44557,0.58685,,5.18852,-0.92470,-0.10035,0.10145,-0.44557,0.58685,,,,,,,,,,,,,,,,,,,,,
5.20520,-0.92644,-0.15982,0.15987,-2.35516,2.42383,,5.20520,-0.92644,-0.15982,0.15987,-2.35516,2.42383,,,,,,,,,,,,,,,,,,,,,
5.22188,-0.93003,-0.19699,0.19699,0.44557,0.46340,,5.22188,-0.93003,-0.19699,0.19699,0.44557,0.46340,,,,,,,,,,,,,,,,,,,,,
5.23857,-0.93301,-0.13752,0.13757,-0.82749,1.00644,,5.23857,-0.93301,-0.13752,0.13757,-0.82749,1.00644,,,,,,,,,,,,,,,,,,,,,
5.25525,-0.93462,-0.20071,0.20157,-1.90959,1.99367,,5.25525,-0.93462,-0.20071,0.20157,-1.90959,1.99367,,,,,,,,,,,,,,,,,,,,,
5.27193,-0.93971,-0.24531,0.24632,0.76384,0.80515,,5.27193,-0.93971,-0.24531,0.24632,0.76384,0.80515,,,,,,,,,,,,,,,,,,,,,
5.28862,-0.94281,-0.14867,0.14872,3.56457,3.63269,,5.28862,-0.94281,-0.14867,0.14872,3.56457,3.63269,,,,,,,,,,,,,,,,,,,,,
5.30530,-0.94467,-0.12265,0.12265,-0.19096,0.22950,,5.30530,-0.94467,-0.12265,0.12265,-0.19096,0.22950,,,,,,,,,,,,,,,,,,,,,
5.32198,-0.94690,-0.15982,0.15982,-1.20941,1.20941,,5.32198,-0.94690,-0.15982,0.15982,-1.20941,1.20941,,,,,,,,,,,,,,,,,,,,,
5.33867,-0.95000,-0.17097,0.17097,-1.01845,1.01845,,5.33867,-0.95000,-0.17097,0.17097,-1.01845,1.01845,,,,,,,,,,,,,,,,,,,,,
5.35535,-0.95260,-0.18212,0.18212,0.44557,0.44557,,5.35535,-0.95260,-0.18212,0.18212,0.44557,0.44557,,,,,,,,,,,,,,,,,,,,,
