t 1fps,x,vx,v,ax,a,,t 2fps,x,vx,v,ax,a,,t 3fps,x,vx,v,ax,a,,t 4fps,x,vx,v,ax,a,,t 5fps,x,vx,v,ax,a
2.90290,-0.73515,-0.24966,0.25002,-2.11387,2.49526,,2.90290,-0.73515,-0.24966,0.25002,-2.11387,2.49526,,,,,,,,,,,,,,,,,,,,,
2.91958,-0.73960,-0.26232,0.26237,-0.06849,0.15948,,2.91958,-0.73960,-0.26232,0.26237,-0.06849,0.15948,,,,,,,,,,,,,,,,,,,,,
2.93627,-0.74390,-0.24958,0.25019,0.28946,0.35661,,2.93627,-0.74390,-0.24958,0.25019,0.28946,0.35661,,,,,,,,,,,,,,,,,,,,,
2.95295,-0.74792,-0.24958,0.25019,-1.28778,1.30151,,2.95295,-0.74792,-0.24958,0.25019,-1.28778,1.30151,,,,,,,,,,,,,,,,,,,,,
2.96963,-0.75223,-0.29147,0.29152,-1.57725,1.62640,,2.96963,-0.75223,-0.29147,0.29152,-1.57725,1.62640,,,,,,,,,,,,,,,,,,,,,
2.98632,-0.75765,-0.31229,0.31235,-0.90445,1.47035,,2.98632,-0.75765,-0.31229,0.31235,-0.90445,1.47035,,,,,,,,,,,,,,,,,,,,,
3.00300,-0.76265,-0.31163,0.31412,1.65137,1.73681,,3.00300,-0.76265,-0.31163,0.31412,1.65137,1.73681,,,,,,,,,,,,,,,,,,,,,
3.01968,-0.76805,-0.26999,0.27274,-0.21675,0.25716,,3.01968,-0.76805,-0.26999,0.27274,-0.21675,0.25716,,,,,,,,,,,,,,,,,,,,,
3.03637,-0.77166,-0.29122,0.29179,0.40952,1.02118,,3.03637,-0.77166,-0.29122,0.29179,0.40952,1.02118,,,,,,,,,,,,,,,,,,,,,
3.05305,-0.77777,-0.29538,0.29595,1.35063,1.37191,,3.05305,-0.77777,-0.29538,0.29595,1.35063,1.37191,,,,,,,,,,,,,,,,,,,,,
3.06973,-0.78152,-0.21652,0.21656,2.70408,2.72522,,3.06973,-0.78152,-0.21652,0.21656,2.70408,2.72522,,,,,,,,,,,,,,,,,,,,,
3.08642,-0.78499,-0.21227,0.21244,-1.63868,1.64196,,3.08642,-0.78499,-0.21227,0.21244,-1.63868,1.64196,,,,,,,,,,,,,,,,,,,,,
3.10310,-0.78860,-0.26640,0.26657,-3.86052,3.88363,,3.10310,-0.78860,-0.26640,0.26657,-3.86052,3.88363,,,,,,,,,,,,,,,,,,,,,
3.11978,-0.79388,-0.35001,0.35005,-1.00255,1.02118,,3.11978,-0.79388,-0.35001,0.35005,-1.00255,1.02118,,,,,,,,,,,,,,,,,,,,,
3.13647,-0.80028,-0.31245,0.31246,2.21620,2.22932,,3.13647,-0.80028,-0.31245,0.31246,2.21620,2.22932,,,,,,,,,,,,,,,,,,,,,
3.15315,-0.80430,-0.24975,0.24991,3.43831,3.51222,,3.15315,-0.80430,-0.24975,0.24991,3.43831,3.51222,,,,,,,,,,,,,,,,,,,,,
3.16983,-0.80861,-0.21627,0.21692,1.43886,1.56422,,3.16983,-0.80861,-0.21627,0.21692,1.43886,1.56422,,,,,,,,,,,,,,,,,,,,,
3.18652,-0.81152,-0.18680,0.18966,-2.63700,2.63989,,3.18652,-0.81152,-0.18680,0.18966,-2.63700,2.63989,,,,,,,,,,,,,,,,,,,,,
3.20320,-0.81484,-0.29947,0.30032,-3.15167,3.21821,,3.20320,-0.81484,-0.29947,0.30032,-3.15167,3.21821,,,,,,,,,,,,,,,,,,,,,
3.21988,-0.82151,-0.32894,0.32901,0.20829,0.35661,,3.21988,-0.82151,-0.32894,0.32901,0.20829,0.35661,,,,,,,,,,,,,,,,,,,,,
3.23657,-0.82582,-0.25799,0.25834,2.84952,2.85646,,3.23657,-0.82582,-0.25799,0.25834,2.84952,2.85646,,,,,,,,,,,,,,,,,,,,,
3.25325,-0.83012,-0.24567,0.24571,2.36164,2.39222,,3.25325,-0.83012,-0.24567,0.24571,2.36164,2.39222,,,,,,,,,,,,,,,,,,,,,
3.26993,-0.83402,-0.18296,0.18367,-0.54932,1.21248,,3.26993,-0.83402,-0.18296,0.18367,-0.54932,1.21248,,,,,,,,,,,,,,,,,,,,,
3.28662,-0.83623,-0.23643,0.24176,-1.77566,1.81837,,3.28662,-0.83623,-0.23643,0.24176,-1.77566,1.81837,,,,,,,,,,,,,,,,,,,,,
3.30330,-0.84191,-0.28681,0.28844,-0.94957,1.47035,,3.30330,-0.84191,-0.28681,0.28844,-0.94957,1.47035,,,,,,,,,,,,,,,,,,,,,
3.31998,-0.84580,-0.23734,0.23738,-0.79849,1.06028,,3.31998,-0.84580,-0.23734,0.23738,-0.79849,1.06028,,,,,,,,,,,,,,,,,,,,,
3.33667,-0.84982,-0.31220,0.31238,0.64883,0.73431,,3.33667,-0.84982,-0.31220,0.31238,0.64883,0.73431,,,,,,,,,,,,,,,,,,,,,
3.35335,-0.85621,-0.25375,0.25435,-1.22211,1.31125,,3.35335,-0.85621,-0.25375,0.25435,-1.22211,1.31125,,,,,,,,,,,,,,,,,,,,,
3.37003,-0.85829,-0.28330,0.28332,0.70180,0.91337,,3.37003,-0.85829,-0.28330,0.28332,0.70180,0.91337,,,,,,,,,,,,,,,,,,,,,
3.38672,-0.86567,-0.31262,0.31279,-0.64742,0.70244,,3.38672,-0.86567,-0.31262,0.31279,-0.64742,0.70244,,,,,,,,,,,,,,,,,,,,,
3.40340,-0.86872,-0.23750,0.23753,3.07472,3.09657,,3.40340,-0.86872,-0.23750,0.23753,3.07472,3.09657,,,,,,,,,,,,,,,,,,,,,
3.42008,-0.87359,-0.24999,0.25002,-1.56596,1.57556,,3.42008,-0.87359,-0.24999,0.25002,-1.56596,1.57556,,,,,,,,,,,,,,,,,,,,,
3.43677,-0.87706,-0.26232,0.26237,-0.19983,0.74463,,3.43677,-0.87706,-0.26232,0.26237,-0.19983,0.74463,,,,,,,,,,,,,,,,,,,,,
3.45345,-0.88234,-0.28289,0.28347,-0.71449,0.71678,,3.45345,-0.88234,-0.28289,0.28347,-0.71449,0.71678,,,,,,,,,,,,,,,,,,,,,
3.47013,-0.88650,-0.26640,0.26657,2.41180,2.50848,,3.47013,-0.88650,-0.26640,0.26657,2.41180,2.50848,,,,,,,,,,,,,,,,,,,,,
3.48682,-0.89123,-0.22101,0.22135,0.49352,0.57502,,3.48682,-0.89123,-0.22101,0.22135,0.49352,0.57502,,,,,,,,,,,,,,,,,,,,,
3.50350,-0.89388,-0.22076,0.22076,-1.63022,1.71471,,3.50350,-0.89388,-0.22076,0.22076,-1.63022,1.71471,,,,,,,,,,,,,,,,,,,,,
3.52018,-0.89860,-0.29971,0.29988,-1.70153,1.78306,,3.52018,-0.89860,-0.29971,0.29988,-1.70153,1.78306,,,,,,,,,,,,,,,,,,,,,
3.53687,-0.90388,-0.27881,0.27915,2.06794,2.06835,,3.53687,-0.90388,-0.27881,0.27915,2.06794,2.06835,,,,,,,,,,,,,,,,,,,,,
3.55355,-0.90790,-0.22052,0.22088,0.78439,0.78455,,3.55355,-0.90790,-0.22052,0.22088,0.78439,0.78455,,,,,,,,,,,,,,,,,,,,,
3.57023,-0.91124,-0.24558,0.24575,-0.35795,0.36367,,3.57023,-0.91124,-0.24558,0.24575,-0.35795,0.36367,,,,,,,,,,,,,,,,,,,,,
3.58692,-0.91610,-0.25383,0.25418,-2.21056,2.21099,,3.58692,-0.91610,-0.25383,0.25418,-2.21056,2.21099,,,,,,,,,,,,,,,,,,,,,
3.60360,-0.91970,-0.29138,0.29155,-1.98959,2.02862,,3.60360,-0.91970,-0.29138,0.29155,-1.98959,2.02862,,,,,,,,,,,,,,,,,,,,,
3.62028,-0.92582,-0.34943,0.35023,0.57611,0.63793,,3.62028,-0.92582,-0.34943,0.35023,0.57611,0.63793,,,,,,,,,,,,,,,,,,,,,
3.63697,-0.93136,-0.26607,0.26735,2.42308,2.42601,,3.63697,-0.93136,-0.26607,0.26735,2.42308,2.42601,,,,,,,,,,,,,,,,,,,,,
3.65365,-0.93470,-0.24550,0.24585,0.06285,0.43384,,3.65365,-0.93470,-0.24550,0.24585,0.06285,0.43384,,,,,,,,,,,,,,,,,,,,,
3.67033,-0.93956,-0.28714,0.28748,-0.35654,0.35661,,3.67033,-0.93956,-0.28714,0.28748,-0.35654,0.35661,,,,,,,,,,,,,,,,,,,,,
3.68702,-0.94428,-0.25383,0.25418,1.49466,1.50455,,3.68702,-0.94428,-0.25383,0.25418,1.49466,1.50455,,,,,,,,,,,,,,,,,,,,,
3.70370,-0.94803,-0.22893,0.22909,0.92278,0.95156,,3.70370,-0.94803,-0.22893,0.22909,0.92278,0.95156,,,,,,,,,,,,,,,,,,,,,
3.72038,-0.95192,-0.22901,0.22905,-1.20378,1.28578,,3.72038,-0.95192,-0.22901,0.22905,-1.20378,1.28578,,,,,,,,,,,,,,,,,,,,,
3.73707,-0.95567,-0.26199,0.26290,-1.63445,1.66504,,3.73707,-0.95567,-0.26199,0.26290,-1.63445,1.66504,,,,,,,,,,,,,,,,,,,,,
3.75375,-0.96066,-0.29530,0.29616,-2.64405,2.65430,,3.75375,-0.96066,-0.29530,0.29616,-2.64405,2.65430,,,,,,,,,,,,,,,,,,,,,
3.77043,-0.96552,-0.33727,0.33734,0.77311,0.97009,,3.77043,-0.96552,-0.33727,0.33734,0.77311,0.97009,,,,,,,,,,,,,,,,,,,,,
3.78712,-0.97191,-0.29563,0.29569,3.20888,3.20950,,3.78712,-0.97191,-0.29563,0.29569,3.20888,3.20950,,,,,,,,,,,,,,,,,,,,,
3.80380,-0.97538,-0.19986,0.19990,3.69958,3.73337,,3.80380,-0.97538,-0.19986,0.19990,3.69958,3.73337,,,,,,,,,,,,,,,,,,,,,
3.82048,-0.97858,-0.18345,0.18367,-3.71509,3.72587,,3.82048,-0.97858,-0.18345,0.18367,-3.71509,3.72587,,,,,,,,,,,,,,,,,,,,,
3.83717,-0.98151,-0.30429,0.30447,-3.06344,3.07018,,3.83717,-0.98151,-0.30429,0.30447,-3.06344,3.07018,,,,,,,,,,,,,,,,,,,,,
3.85385,-0.98873,-0.33735,0.33736,1.23057,1.52636,,3.85385,-0.98873,-0.33735,0.33736,1.23057,1.52636,,,,,,,,,,,,,,,,,,,,,
3.87053,-0.99276,-0.22044,0.22108,2.79090,2.82602,,3.87053,-0.99276,-0.22044,0.22108,2.79090,2.82602,,,,,,,,,,,,,,,,,,,,,
3.88722,-0.99609,-0.24534,0.24628,-1.35768,1.36261,,3.88722,-0.99609,-0.24534,0.24628,-1.35768,1.36261,,,,,,,,,,,,,,,,,,,,,
3.90390,-1.00095,-0.28306,0.28323,-1.43604,1.51129,,3.90390,-1.00095,-0.28306,0.28323,-1.43604,1.51129,,,,,,,,,,,,,,,,,,,,,
3.92058,-1.00553,-0.28314,0.28319,1.13811,1.15004,,3.92058,-1.00553,-0.28314,0.28319,1.13811,1.15004,,,,,,,,,,,,,,,,,,,,,
3.93727,-1.01040,-0.25399,0.25404,-1.20660,1.24559,,3.93727,-1.01040,-0.25399,0.25404,-1.20660,1.24559,,,,,,,,,,,,,,,,,,,,,
3.95395,-1.01401,-0.29963,0.29997,-1.70858,1.71767,,3.95395,-1.01401,-0.29963,0.29997,-1.70858,1.71767,,,,,,,,,,,,,,,,,,,,,
3.97063,-1.02039,-0.34543,0.34576,-1.50030,1.50455,,3.97063,-1.02039,-0.34543,0.34576,-1.50030,1.50455,,,,,,,,,,,,,,,,,,,,,
3.98732,-1.02553,-0.32478,0.32484,1.86530,1.94018,,3.98732,-1.02553,-0.32478,0.32484,1.86530,1.94018,,,,,,,,,,,,,,,,,,,,,
4.00400,-1.03123,-0.29930,0.30089,2.00510,2.04236,,4.00400,-1.03123,-0.29930,0.30089,2.00510,2.04236,,,,,,,,,,,,,,,,,,,,,
4.02068,-1.03552,-0.24517,0.24698,-1.07809,1.15225,,4.02068,-1.03552,-0.24517,0.24698,-1.07809,1.15225,,,,,,,,,,,,,,,,,,,,,
4.03737,-1.03941,-0.32478,0.32484,-1.44309,1.66351,,4.03737,-1.03941,-0.32478,0.32484,-1.44309,1.66351,,,,,,,,,,,,,,,,,,,,,
4.05405,-1.04636,-0.33311,0.33317,2.13643,2.14442,,4.05405,-1.04636,-0.33311,0.33317,2.13643,2.14442,,,,,,,,,,,,,,,,,,,,,
4.07073,-1.05052,-0.22076,0.22076,4.78189,4.78338,,4.07073,-1.05052,-0.22076,0.22076,4.78189,4.78338,,,,,,,,,,,,,,,,,,,,,
4.08742,-1.05372,-0.17896,0.17913,-2.34331,2.40601,,4.08742,-1.05372,-0.17896,0.17913,-2.34331,2.40601,,,,,,,,,,,,,,,,,,,,,
4.10410,-1.05650,-0.28281,0.28368,-1.56314,1.59482,,4.10410,-1.05650,-0.28281,0.28368,-1.56314,1.59482,,,,,,,,,,,,,,,,,,,,,
4.12078,-1.06316,-0.28289,0.28347,-0.57752,0.67285,,4.12078,-1.06316,-0.28289,0.28347,-0.57752,0.67285,,,,,,,,,,,,,,,,,,,,,
4.13747,-1.06594,-0.24142,0.24158,1.13388,1.19558,,4.13747,-1.06594,-0.24142,0.24158,1.13388,1.19558,,,,,,,,,,,,,,,,,,,,,
4.15415,-1.07121,-0.28730,0.28736,-1.92533,1.92570,,4.15415,-1.07121,-0.28730,0.28736,-1.92533,1.92570,,,,,,,,,,,,,,,,,,,,,
4.17083,-1.07552,-0.28306,0.28323,0.99973,1.00106,,4.17083,-1.07552,-0.28306,0.28323,0.99973,1.00106,,,,,,,,,,,,,,,,,,,,,
4.18752,-1.08066,-0.27057,0.27073,2.35177,2.35472,,4.18752,-1.08066,-0.27057,0.27073,2.35177,2.35472,,,,,,,,,,,,,,,,,,,,,
4.20420,-1.08455,-0.19570,0.19574,1.92251,1.93098,,4.20420,-1.08455,-0.19570,0.19574,1.92251,1.93098,,,,,,,,,,,,,,,,,,,,,
4.22088,-1.08719,-0.19570,0.19574,-3.77088,3.80423,,4.22088,-1.08719,-0.19570,0.19574,-3.77088,3.80423,,,,,,,,,,,,,,,,,,,,,
4.23757,-1.09108,-0.32453,0.32508,-1.98677,2.05849,,4.23757,-1.09108,-0.32453,0.32508,-1.98677,2.05849,,,,,,,,,,,,,,,,,,,,,
4.25425,-1.09802,-0.29938,0.30058,2.71395,2.71868,,4.25425,-1.09802,-0.29938,0.30058,2.71395,2.71868,,,,,,,,,,,,,,,,,,,,,
4.27093,-1.10107,-0.18704,0.18815,2.48733,2.53270,,4.27093,-1.10107,-0.18704,0.18815,2.48733,2.53270,,,,,,,,,,,,,,,,,,,,,
4.28762,-1.10426,-0.22885,0.22921,-4.07304,4.08783,,4.28762,-1.10426,-0.22885,0.22921,-4.07304,4.08783,,,,,,,,,,,,,,,,,,,,,
4.30430,-1.10870,-0.32478,0.32484,-3.42844,3.43534,,4.30430,-1.10870,-0.32478,0.32484,-3.42844,3.43534,,,,,,,,,,,,,,,,,,,,,
4.32098,-1.11510,-0.35809,0.35816,0.99832,0.99851,,4.32098,-1.11510,-0.35809,0.35816,0.99832,0.99851,,,,,,,,,,,,,,,,,,,,,
4.33767,-1.12065,-0.28314,0.28319,2.13925,2.13967,,4.33767,-1.12065,-0.28314,0.28319,2.13925,2.13967,,,,,,,,,,,,,,,,,,,,,
4.35435,-1.12454,-0.27065,0.27070,0.93829,1.08869,,4.35435,-1.12454,-0.27065,0.27070,0.93829,1.08869,,,,,,,,,,,,,,,,,,,,,
4.37103,-1.12968,-0.27448,0.27537,-0.29369,0.51431,,4.37103,-1.12968,-0.27448,0.27537,-0.29369,0.51431,,,,,,,,,,,,,,,,,,,,,
4.38772,-1.13370,-0.26240,0.26240,1.63868,1.64196,,4.38772,-1.13370,-0.26240,0.26240,1.63868,1.64196,,,,,,,,,,,,,,,,,,,,,
4.40440,-1.13844,-0.23742,0.23742,-0.78580,0.78778,,4.40440,-1.13844,-0.23742,0.23742,-0.78580,0.78778,,,,,,,,,,,,,,,,,,,,,
4.42108,-1.14162,-0.26207,0.26267,-2.06653,2.06958,,4.42108,-1.14162,-0.26207,0.26267,-2.06653,2.06958,,,,,,,,,,,,,,,,,,,,,
4.43777,-1.14718,-0.33335,0.33340,-1.70999,1.71322,,4.43777,-1.14718,-0.33335,0.33340,-1.70999,1.71322,,,,,,,,,,,,,,,,,,,,,
4.45445,-1.15275,-0.31204,0.31260,1.79540,1.89508,,4.45445,-1.15275,-0.31204,0.31260,1.79540,1.89508,,,,,,,,,,,,,,,,,,,,,
4.47113,-1.15760,-0.27024,0.27150,1.64996,1.71471,,4.47113,-1.15760,-0.27024,0.27150,1.64996,1.71471,,,,,,,,,,,,,,,,,,,,,
4.48782,-1.16176,-0.25366,0.25459,0.35372,0.38408,,4.48782,-1.16176,-0.25366,0.25459,0.35372,0.38408,,,,,,,,,,,,,,,,,,,,,
4.50450,-1.16606,-0.26183,0.26356,-1.07245,1.07930,,4.50450,-1.16606,-0.26183,0.26356,-1.07245,1.07930,,,,,,,,,,,,,,,,,,,,,
4.52118,-1.17050,-0.28714,0.28748,0.19983,0.74463,,4.52118,-1.17050,-0.28714,0.28748,0.19983,0.74463,,,,,,,,,,,,,,,,,,,,,
4.53787,-1.17564,-0.26648,0.26654,0.41375,0.83175,,4.53787,-1.17564,-0.26648,0.26654,0.41375,0.83175,,,,,,,,,,,,,,,,,,,,,
4.55455,-1.17939,-0.25424,0.25435,0.35231,0.41588,,4.55455,-1.17939,-0.25424,0.25435,0.35231,0.41588,,,,,,,,,,,,,,,,,,,,,
4.57123,-1.18412,-0.27090,0.27099,-0.92560,0.92993,,4.57123,-1.18412,-0.27090,0.27099,-0.92560,0.92993,,,,,,,,,,,,,,,,,,,,,
4.58792,-1.18843,-0.27489,0.27490,0.14967,0.38408,,4.58792,-1.18843,-0.27489,0.27490,0.14967,0.38408,,,,,,,,,,,,,,,,,,,,,
4.60460,-1.19330,-0.27489,0.27490,-0.99691,1.00106,,4.60460,-1.19330,-0.27489,0.27490,-0.99691,1.00106,,,,,,,,,,,,,,,,,,,,,
4.62128,-1.19760,-0.29563,0.29569,-0.20829,0.35661,,4.62128,-1.19760,-0.29563,0.29569,-0.20829,0.35661,,,,,,,,,,,,,,,,,,,,,
4.63797,-1.20316,-0.29971,0.29988,0.71449,0.71678,,4.63797,-1.20316,-0.29971,0.29988,0.71449,0.71678,,,,,,,,,,,,,,,,,,,,,
4.65465,-1.20760,-0.25807,0.25824,0.28382,0.29407,,4.65465,-1.20760,-0.25807,0.25824,0.28382,0.29407,,,,,,,,,,,,,,,,,,,,,
4.67133,-1.21177,-0.28730,0.28736,-1.78553,1.78876,,4.67133,-1.21177,-0.28730,0.28736,-1.78553,1.78876,,,,,,,,,,,,,,,,,,,,,
4.68802,-1.21719,-0.32894,0.32901,-1.36614,1.47035,,4.68802,-1.21719,-0.32894,0.32901,-1.36614,1.47035,,,,,,,,,,,,,,,,,,,,,
4.70470,-1.22275,-0.32927,0.32943,2.63841,2.63893,,4.70470,-1.22275,-0.32927,0.32943,2.63841,2.63893,,,,,,,,,,,,,,,,,,,,,
4.72138,-1.22818,-0.24999,0.25002,3.00341,3.02595,,4.72138,-1.22818,-0.24999,0.25002,3.00341,3.02595,,,,,,,,,,,,,,,,,,,,,
4.73807,-1.23109,-0.20386,0.20424,-0.20547,0.47844,,4.73807,-1.23109,-0.20386,0.20424,-0.20547,0.47844,,,,,,,,,,,,,,,,,,,,,
4.75475,-1.23498,-0.27065,0.27070,-2.07358,2.08793,,4.75475,-1.23498,-0.27065,0.27070,-2.07358,2.08793,,,,,,,,,,,,,,,,,,,,,
4.77143,-1.24012,-0.28314,0.28319,0.00000,0.00000,,4.77143,-1.24012,-0.28314,0.28319,0.00000,0.00000,,,,,,,,,,,,,,,,,,,,,
4.78812,-1.24443,-0.25816,0.25821,0.57047,0.57058,,4.78812,-1.24443,-0.25816,0.25821,0.57047,0.57058,,,,,,,,,,,,,,,,,,,,,
4.80480,-1.24873,-0.26648,0.26654,0.85570,0.85587,,4.80480,-1.24873,-0.26648,0.26654,0.85570,0.85587,,,,,,,,,,,,,,,,,,,,,
4.82148,-1.25332,-0.23734,0.23738,1.21224,1.21248,,4.82148,-1.25332,-0.23734,0.23738,1.21224,1.21248,,,,,,,,,,,,,,,,,,,,,
4.83817,-1.25665,-0.21235,0.21240,-2.63841,2.63893,,4.83817,-1.25665,-0.21235,0.21240,-2.63841,2.63893,,,,,,,,,,,,,,,,,,,,,
4.85485,-1.26040,-0.32061,0.32068,-4.92592,4.92950,,4.85485,-1.26040,-0.32061,0.32068,-4.92592,4.92950,,,,,,,,,,,,,,,,,,,,,
4.87153,-1.26735,-0.40405,0.40405,0.07131,0.07132,,4.87153,-1.26735,-0.40405,0.40405,0.07131,0.07132,,,,,,,,,,,,,,,,,,,,,
4.88822,-1.27388,-0.31237,0.31238,2.50002,2.50544,,4.88822,-1.27388,-0.31237,0.31238,2.50002,2.50544,,,,,,,,,,,,,,,,,,,,,
4.90490,-1.27777,-0.29138,0.29155,1.41118,1.41140,,4.90490,-1.27777,-0.29138,0.29155,1.41118,1.41140,,,,,,,,,,,,,,,,,,,,,
4.92158,-1.28361,-0.30036,0.30036,,,,4.92158,-1.28361,-0.30036,0.30036,,,,,,,,,,,,,,,,,,,,,,,
4.93827,-1.28779,,,,,,4.93827,-1.28779,,,,,,,,,,,,,,,,,,,,,,,,,
